M, bic, Etr_lkh, ho_lkh, avg_tpc/doc, avg_wrd/tpc, num_unq_wrds, tr_ccr, t_ccr, runtime, uv_avg_tpc/doc, uv_avg_wrd/tpc, uv_num_unq_wrds
35, 1563605.28068, -1473401.39904, 1.55380200861, 186.685714286, 3887.0, 0.600669536107, 0.5885509839, 156.0, 1.55380200861, 298.0, 3938.0
34, 1558355.56936, -1468358.74633, 1.32855093257, 203.764705882, 3851.0, 0.607364897178, 0.592128801431, 73.0, 1.32855093257, 320.264705882, 3907.0
33, 1555304.71981, -1465743.24265, 1.29746532759, 208.454545455, 3786.0, 0.61406025825, 0.608228980322, 66.0, 1.29746532759, 331.121212121, 3822.0
32, 1554439.60913, -1465434.36425, 1.24677187948, 216.90625, 3788.0, 0.619799139168, 0.604651162791, 54.0, 1.24677187948, 343.25, 3830.0
31, 1553296.48004, -1464659.2951, 1.25203252033, 222.516129032, 3775.0, 0.627929220469, 0.611806797853, 54.0, 1.25203252033, 353.161290323, 3812.0
30, 1552685.59538, -1465064.05856, 1.24916307987, 226.633333333, 3746.0, 0.621712099474, 0.604651162791, 48.0, 1.24916307987, 360.533333333, 3790.0
29, 1552363.96146, -1466057.04971, 1.24581539933, 230.689655172, 3701.0, 0.626494500239, 0.599284436494, 43.0, 1.24581539933, 366.862068966, 3746.0
28, 1552459.00078, -1467208.98697, 1.23864179818, 237.357142857, 3683.0, 0.627450980392, 0.595706618962, 39.0, 1.23864179818, 375.428571429, 3728.0
27, 1552894.32772, -1469181.26048, 1.24964131994, 241.592592593, 3646.0, 0.620277379244, 0.586762075134, 42.0, 1.24964131994, 380.481481481, 3697.0
26, 1553070.14639, -1470870.64684, 1.24055475849, 247.269230769, 3566.0, 0.624103299857, 0.5885509839, 32.0, 1.24055475849, 387.576923077, 3611.0
25, 1553033.67032, -1471708.98238, 1.23290291726, 257.36, 3593.0, 0.619799139168, 0.5885509839, 34.0, 1.23290291726, 399.64, 3642.0
24, 1552567.13093, -1472597.77704, 1.22620755619, 262.083333333, 3543.0, 0.62219033955, 0.5885509839, 29.0, 1.22620755619, 409.125, 3594.0
23, 1552097.60061, -1473327.73076, 1.24103299857, 268.391304348, 3495.0, 0.616451458632, 0.595706618962, 31.0, 1.24103299857, 419.52173913, 3549.0
22, 1551875.64017, -1474713.2524, 1.24629363941, 275.0, 3426.0, 0.613582018173, 0.592128801431, 32.0, 1.24629363941, 428.272727273, 3478.0
21, 1551759.80607, -1476310.7706, 1.25442372071, 279.523809524, 3336.0, 0.613103778097, 0.584973166369, 22.0, 1.25442372071, 436.19047619, 3387.0
20, 1551978.29232, -1478430.52595, 1.24007651841, 286.45, 3272.0, 0.608799617408, 0.577817531306, 20.0, 1.24007651841, 446.1, 3324.0
19, 1552228.18722, -1480368.37495, 1.24772835964, 294.736842105, 3204.0, 0.606886657102, 0.583184257603, 23.0, 1.24772835964, 457.421052632, 3264.0
18, 1553851.91812, -1484557.04217, 1.23338115734, 299.277777778, 3059.0, 0.585365853659, 0.572450805009, 20.0, 1.23338115734, 462.888888889, 3132.0
17, 1554089.46546, -1486803.0584, 1.25490196078, 303.0, 2933.0, 0.588235294118, 0.556350626118, 21.0, 1.25490196078, 471.411764706, 3006.0
16, 1553710.71896, -1488314.04963, 1.27737924438, 312.5, 2850.0, 0.587278813965, 0.559928443649, 18.0, 1.27737924438, 483.375, 2924.0
15, 1554203.07416, -1490896.98463, 1.29029172645, 319.933333333, 2748.0, 0.580105212817, 0.536672629696, 19.0, 1.29029172645, 495.6, 2821.0
14, 1554679.77577, -1493558.42734, 1.29411764706, 330.0, 2657.0, 0.568149210904, 0.542039355993, 14.0, 1.29411764706, 510.0, 2733.0
13, 1554804.74331, -1496100.9771, 1.30511716882, 341.923076923, 2567.0, 0.554280248685, 0.533094812165, 16.0, 1.30511716882, 523.153846154, 2647.0
12, 1555651.34538, -1499710.34871, 1.30894308943, 350.916666667, 2452.0, 0.553323768532, 0.53488372093, 12.0, 1.30894308943, 535.5, 2543.0
11, 1556268.25301, -1502853.14166, 1.37254901961, 355.090909091, 2282.0, 0.559540889527, 0.524150268336, 14.0, 1.37254901961, 547.545454545, 2381.0
10, 1556458.33391, -1505970.66673, 1.33572453372, 369.1, 2180.0, 0.535628885701, 0.529516994633, 9.0, 1.33572453372, 567.8, 2293.0
