1	402.198922	64	11
2	1107.105436	156	17
3	1546.035446	202	39
4	1609.829434	265	45
5	1639.354069	322	46
6	1690.773022	391	47
7	1706.552830	439	47
8	1766.316670	491	49
9	1815.993616	513	55
10	1914.464780	550	64
11	1937.151581	567	65
12	2001.697003	588	69
13	2046.460278	627	67
14	2056.447759	656	65
15	2092.176112	669	67
16	2123.958457	679	69
17	2249.031428	724	82
18	2280.997027	753	82
19	2359.842150	799	89
20	2552.839652	822	100
21	2682.367971	827	106
22	2757.896951	844	111
23	2883.915033	896	116
24	2975.274756	929	118
25	3113.728914	935	131
26	3150.333291	961	130
27	3239.035947	988	136
28	3291.375176	997	138
29	3334.525478	1035	138
30	3375.078705	1063	138
31	3433.325733	1095	142
32	3526.735146	1127	144
33	3570.170485	1151	147
34	3606.754184	1173	149
35	3694.729465	1187	151
36	3799.502029	1209	156
37	3927.996119	1233	161
38	4034.044865	1250	168
39	4081.655322	1261	171
40	4190.528517	1306	179
41	4220.976019	1315	179
42	4247.245195	1339	178
43	4276.772871	1347	179
44	4304.011562	1363	180
45	4372.079999	1370	188
46	4421.207514	1385	191
47	4435.784083	1400	185
48	4483.547045	1421	184
49	4536.530294	1447	189
50	4572.687649	1469	189
51	4620.562256	1488	195
52	4653.451316	1501	195
53	4686.007898	1524	196
54	4724.857445	1534	198
55	4717.069217	1543	193
56	4790.610005	1555	200
57	4815.696853	1559	202
58	4853.909349	1566	205
59	4866.114080	1574	205
60	4900.911024	1598	202
61	4978.035135	1616	203
62	5151.417647	1634	211
63	5195.156174	1646	212
64	5350.902369	1682	215
65	5374.636335	1693	216
66	5423.670358	1729	216
67	5432.233553	1755	213
68	5462.590229	1765	216
69	5519.588154	1789	220
70	5594.615023	1799	223
71	5591.203593	1816	222
72	5633.729184	1849	224
73	5658.314509	1855	227
74	5737.095757	1872	231
75	5812.478677	1896	233
76	5865.020610	1908	236
77	5881.204895	1919	238
78	5912.779075	1946	238
79	5978.937326	1967	243
80	6048.069435	1981	249
81	6138.580858	2003	254
82	6183.624641	2020	258
83	6197.439303	2035	257
84	6231.428939	2038	258
85	6268.070137	2050	260
86	6320.010194	2056	263
87	6317.832760	2059	263
88	6330.708598	2065	264
89	6368.442220	2085	268
90	6421.551610	2095	272
91	6454.785572	2131	276
92	6488.766558	2147	275
93	6507.853657	2160	276
94	6590.695409	2172	281
95	6625.701369	2191	284
96	6652.201822	2195	286
97	6707.943672	2210	291
98	6740.137514	2219	293
99	6757.469999	2224	295
100	6789.662240	2232	297
101	6859.526840	2241	306
102	6899.449941	2247	308
103	6928.023321	2262	308
104	6935.193020	2265	308
105	7131.660784	2278	324
106	7442.878985	2278	329
107	7459.041492	2292	330
108	7480.885278	2309	329
109	7490.917125	2325	331
110	7510.265939	2335	332
111	7551.722726	2352	337
112	7577.047073	2369	340
113	7628.889935	2369	344
114	7635.877017	2371	344
115	7663.986565	2386	344
116	7652.518413	2393	342
